jdate,q_ref0,q_ref1,q_ref2,q_ref3,w_ref0,w_ref1,w_ref2,a_ref0,a_ref1,a_ref2
2459000.564398148,0.21177477904363085,0.6571621862587116,-0.3546733914715234,-0.6304729092473199,-4.698471588968154e-05,-0.00012058808321662674,-0.001129274074804125,-0.0054478360574780615,-0.005028334663896207,-0.006765257538249923
2459000.5644212966,0.21105074258738912,0.6574762858246989,-0.35392688054778815,-0.6308076417238319,-4.711048845508579e-05,-0.00012070406372081418,-0.0011294246576192381,-0.005418817360926405,-0.004992203310682267,-0.006244289002781977
2459000.5644444446,0.21032639468811748,0.6577894827417086,-0.35317977370937176,-0.6311417047973383,-4.723558822640104e-05,-0.0001208192048113423,-0.0011295631635976642,-0.00541023615645537,-0.005008447140291337,-0.006213566541163657
2459000.5644675926,0.20960172191319126,0.6581017821730137,-0.3524320572870195,-0.6314751043930136,-4.736096099264189e-05,-0.00012093593501592346,-0.0011297123211765825,-0.005422140690627326,-0.005077237136888537,-0.006673879427550571
2459000.5644907407,0.20887672536477064,0.6584131829675386,-0.3516837325987015,-0.6318078397114821,-4.748661189680906e-05,-0.00012105426081124226,-0.0011298721378211955,-0.005413421258749202,-0.005093488520530999,-0.006643251720945918
2459000.564513889,0.20815139158016982,0.6587236902027646,-0.35093478591982513,-0.6321399166168021,-4.761158350865841e-05,-0.00012117174576245526,-0.00113001988055193,-0.005384036410902085,-0.005057099882619329,-0.006121393080875599
2459000.564537037,0.20742575084999226,0.6590332902386449,-0.3501852487088511,-0.632471320953182,-4.773587399689854e-05,-0.00012128838689080433,-0.0011301555369623534,-0.0053753064821102925,-0.005073314068447015,-0.006090201048892957
2459000.564560185,0.20669978973680977,0.6593419881705266,-0.34943510727188726,-0.6328020585965096,-4.786043894043277e-05,-0.00012140662013980139,-0.0011303018327748701,-0.005387279902933043,-0.005142252488854796,-0.006550145976470599
2459000.564583333,0.20597350935876174,0.6596497828533193,-0.3486843629468131,-0.6331321287538485,-4.798528375070431e-05,-0.00012152645284437658,-0.0011304587828164427,-0.00537841848099128,-0.005158402655908008,-0.006518659898606861
2459000.5646064817,0.20524689623916417,0.6599566793003684,-0.3479330019749746,-0.633461537244135,-4.81094409499692e-05,-0.0001216454361843057,-0.0011306036239835636,-0.005348668569294106,-0.005121751374350803,-0.005995928530442872
2459000.5646296297,0.20451998076128328,0.6602626640139098,-0.347181055954962,-0.6337902700141875,-4.823290844313121e-05,-0.00012176357206242677,-0.0011307363733866808,-0.005339787120242709,-0.005137973369931835,-0.005964517788065054
2459000.5646527777,0.20379274943247078,0.6605677420398344,-0.34642851112216416,-0.6341183329133684,-4.835665197576162e-05,-0.00012188330403159494,-0.0011308797575685814,-0.005351827884722615,-0.005207022622599467,-0.006423863571708986
2459000.5646759258,0.20306520342745268,0.6608719122249913,-0.3456753688709845,-0.6344457251372724,-4.848067690870004e-05,-0.00012200463661703745,-0.0011310337728648533,-0.005342818629570649,-0.005223124972452716,-0.006391848957527491
2459000.5646990743,0.2023373292399924,0.6611751795237686,-0.34492161539560656,-0.6347724524667281,-4.860400583639067e-05,-0.0001221251164935291,-0.001131175677873166,-0.005312705685360188,-0.005186192365364177,-0.005868183151535905
2459000.5647222223,0.20160915731503173,0.661477530593124,-0.3441672824056111,-0.6350985009655445,-4.872663664508086e-05,-0.00012224473922812698,-0.0011313054492697713,-0.005314315912151045,-0.00522891308774809,-0.00608168788081617
2459000.5647453703,0.20088067418592429,0.6617789704002007,-0.34341235614002824,-0.63542387642031,-4.885003764598238e-05,-0.0001223671944901034,-0.001131457235970092,-0.005315728921695883,-0.005271522227931443,-0.006295258691524564
2459000.564768519,0.20015186633450893,0.6620795038514715,-0.34265682276702314,-0.6357485845786925,-4.897273634675548e-05,-0.0001224887923141243,-0.0011315968977820582,-0.005285347889468426,-0.005234405739541218,-0.0057711238644925274
2459000.564791667,0.199422764260207,0.662379117717511,-0.3419007140868817,-0.6360726115888579,-4.909473081186899e-05,-0.0001226095292121934,-0.0011317244188686747,-0.005276207078224469,-0.005250444197525738,-0.005738189073917993
2459000.564814815,0.19869335447446343,0.6626778169216072,-0.3411440163028443,-0.6363959632088051,-4.9217003868049815e-05,-0.00012273186711592973,-0.0011318625532426995,-0.0052883564470475606,-0.005319745235855598,-0.006196842398520711
2459000.564837963,0.19796363816904625,0.6629756003267553,-0.34038673083435284,-0.6367186386514496,-4.933956080089132e-05,-0.00012285581237800067,-0.0011320113081643556,-0.005279088279598763,-0.005335759859884766,-0.006163954583981402
2459000.5648611113,0.19723360182724478,0.6632724727697941,-0.3396288438303434,-0.6370406436127595,-4.94614072358402e-05,-0.00012297889418015146,-0.0011321479228329474,-0.0052483466845007435,-0.005298389586676083,-0.005639156928956049
2459000.5648842594,0.19650327599830653,0.6635684211816024,-0.3388703871908385,-0.6373619643637515,-4.9582540940090844e-05,-0.0001231011093289635,-0.001132272381454276,-0.005239057731457778,-0.005314373966436938,-0.005605722353340291
2459000.5649074074,0.19577264719440488,0.66386345041588,-0.33811134710027513,-0.6376826066112002,-4.9703954889298066e-05,-0.00012322492867742702,-0.0011324074456083074,-0.005251277808797494,-0.005383851383450552,-0.0060642782766179
2459000.5649305554,0.1950417166132512,0.6641575593474132,-0.33735172498708627,-0.6380025695798418,-4.982565433480138e-05,-0.0001233503603558764,-0.0011325531335553795,-0.0052418623842779575,-0.005399784473809171,-0.0060307399809840945
2459000.564953704,0.19431047072394905,0.6644507527484702,-0.3365915069678025,-0.6383218589208521,-4.9946634828022004e-05,-0.00012347491985788167,-0.001132686647827243,-0.005210758815264951,-0.005362070900680383,-0.005504740433258654
2459000.564976852,0.19357894016533864,0.6647430176972479,-0.33583072507837675,-0.6386404610111642,-5.006689428680518e-05,-0.00012359860552948367,-0.0011328079838305491,-0.005212252619407443,-0.005404915292927293,-0.005717059539682905
2459000.565,0.19284711142020294,0.6650343589886759,-0.3350693654563523,-0.6389583815195495,-5.018794151080122e-05,-0.00012372514606049946,-0.0011329513250740125,-0.005213552747980245,-0.00544757809904485,-0.0059290673355217325
2459000.5650231484,0.19211497097667557,0.6653247813367781,-0.3343074142207829,-0.6392756260509338,-5.030826358814523e-05,-0.0001238508093880274,-0.0011330824789607514,-0.005182181582531301,-0.005409696798266311,-0.005402797516225928
